HR_mean,Mean_NN,SDNN,RMSSD,NN50,pNN50,CV,LF,HF,Total_Power,LF_HF_Ratio,LF_norm,HF_norm,SD1,SD2,SampEn,status
0.3825644818448388,0.36380472841971245,0.2872873424822189,0.29012369835211355,0.47058823529411764,0.770053475935829,0.3263898427941695,0.0,0.0,0.0,0.0,0.0,0.0,0.2884088778372112,0.26179328125825324,0.0,1
0.4051224460850166,0.3422238842848272,0.647245757922472,0.53546813396421,0.5882352941176471,0.8823529411764707,0.7551558299212583,0.0,0.0,0.0,0.0,0.0,0.0,0.530378989529137,0.6977833893402665,0.0,1
0.43612573959251655,0.3141765778279365,0.011030106734955497,0.01008318915567842,0.0,0.0,0.012327666185606843,0.0,0.0,0.0,0.0,0.0,0.0,0.010138398038773998,0.012554584944622093,0.9860504485053349,0
0.29651211710418235,0.4567078897315897,0.26418014754122204,0.25216868282074856,0.4117647058823529,0.7411764705882352,0.2715050707392436,0.0,0.0,0.0,0.0,0.0,0.0,0.2508111090980403,0.2558975420435928,0.0,1
0.7038778923098694,0.12972429183497347,0.32652630254742937,0.33256648159572444,0.7647058823529411,0.8602941176470588,0.5021949372193185,0.0,0.0,0.0,0.0,0.0,0.0,0.324249133712049,0.30117294637471875,0.48319710164528307,1
0.3816906836224392,0.3646617294503397,0.25883389106710714,0.20282867508188418,0.11764705882352941,0.17647058823529407,0.2936413232369817,0.0,0.0,0.0,0.0,0.0,0.0,0.1999746682040284,0.2888539199004984,0.0636111988716171,1
0.6908161254366794,0.13687360524555348,0.24916132879057176,0.25634454274596047,0.8823529411764706,0.9926470588235293,0.37938012351556616,0.0,0.0,0.0,0.0,0.0,0.0,0.25128243006617523,0.22603025969153673,0.48319710164528307,1
0.6766802825980067,0.14478253320600754,0.34281380376906184,0.3353463220182965,0.5882352941176471,0.7058823529411763,0.5155559882200972,0.0,0.0,0.0,0.0,0.0,0.0,0.32922315200781693,0.32779943171230624,0.0,1
0.5237369893539454,0.2436843475996181,0.5153150370303918,0.5094340144689815,0.7058823529411764,0.9075630252100839,0.6767867081722294,0.0,0.0,0.0,0.0,0.0,0.0,0.5015867520283678,0.4849833576126944,0.0,1
0.7475114101995459,0.10688620732895415,0.35076608452480346,0.2923395921151566,0.5294117647058824,0.5605536332179931,0.5584837974326231,0.0,0.0,0.0,0.0,0.0,0.0,0.2855104992651457,0.3803292557003533,0.0,1
0.32441817387352334,0.42457389240964216,0.44726204604942893,0.3601617425839054,0.1764705882352941,0.28877005347593576,0.47660339532782475,0.0,0.0,0.0,0.0,0.0,0.0,0.3567530432383458,0.48998098912951316,0.3285868111968175,0
0.26520627755109905,0.49537917590699965,0.030845819513063387,0.02365566485138932,0.0,0.0,0.028449647748887374,0.0,0.0,0.0,0.0,0.0,0.0,0.023441668716618052,0.0360455102357816,0.14023145525559405,0
0.6082490571532684,0.18580171889921004,0.3476790556497638,0.30584129461656595,0.5294117647058824,0.6352941176470588,0.49317996045669843,0.0,0.0,0.0,0.0,0.0,0.0,0.30036224652302895,0.363193524219377,0.0,1
0.722633751351522,0.11971525306016151,0.28554931937611794,0.28116604851680055,0.6470588235294118,0.7279411764705882,0.4460179080016172,0.0,0.0,0.0,0.0,0.0,0.0,0.2757534056597797,0.27179328302693395,0.0,1
0.5882603291698338,0.19871516624707009,0.3948982203142199,0.30354353297073877,0.5294117647058824,0.6352941176470588,0.5502856086906577,0.0,0.0,0.0,0.0,0.0,0.0,0.2960052153046915,0.4461251315683755,0.29165187493703465,1
0.24999222468418014,0.5152672659400677,0.021375603980191702,0.017729452567623233,0.0,0.0,0.01848932232179171,0.0,0.0,0.0,0.0,0.0,0.0,0.01792846103675727,0.02423120085078482,0.0,0
0.7199200281878495,0.12114511574227749,0.26697445376597134,0.2533739408972999,0.5294117647058824,0.5955882352941176,0.41617696715931046,0.0,0.0,0.0,0.0,0.0,0.0,0.2480047310513129,0.2638520604961204,0.48319710164528307,1
0.5623645384707063,0.21613565992418338,0.010947174011122315,0.007307739627849221,0.0,0.0,0.014901860820504955,0.0,0.0,0.0,0.0,0.0,0.0,0.007315799014753971,0.0144298440577692,0.39353117865502885,0
0.3345284906858692,0.4134328790114883,0.1376286032868003,0.10777384552728268,0.3529411764705882,0.5775401069518715,0.14716031028542276,0.0,0.0,0.0,0.0,0.0,0.0,0.10342223133510918,0.15630785716312331,0.0,0
0.3040088591701092,0.4478687386057818,0.10243616503133447,0.09266653744436773,0.23529411764705882,0.4235294117647059,0.10501039665517516,0.0,0.0,0.0,0.0,0.0,0.0,0.09219529349904108,0.1049658628208302,0.0,0
0.5281414351041835,0.24044332552015524,0.4560928183285348,0.40130860507388555,0.7058823529411764,0.9075630252100839,0.6014682815016075,0.0,0.0,0.0,0.0,0.0,0.0,0.39500477799294753,0.47512704973272757,0.550756334755582,0
0.42452661304579553,0.32446059019546314,0.3754751959506759,0.2638224421088748,0.47058823529411764,0.7058823529411763,0.44663881601832567,0.0,0.0,0.0,0.0,0.0,0.0,0.25718051994678903,0.43957074998021567,0.0,1
0.5802290061022335,0.20403246809618902,0.09172192264616451,0.05873009304266864,0.058823529411764705,0.07058823529411765,0.12700293666097293,0.0,0.0,0.0,0.0,0.0,0.0,0.05513085272177561,0.11280232391550439,0.0,0
0.2739116446995502,0.48433023699973976,0.026621228965226743,0.01327542815273384,0.0,0.0,0.02458848963508232,0.0,0.0,0.0,0.0,0.0,0.0,0.013456223115041292,0.03512217817243431,0.0,0
0.5495664117876724,0.22504847064270628,0.298526494671026,0.2979937695040634,0.5294117647058824,0.680672268907563,0.4015895701980627,0.0,0.0,0.0,0.0,0.0,0.0,0.2923337936416198,0.2798799060836277,0.0,1
0.6284575067455525,0.1731921173712997,0.32873354876721217,0.2819309997144461,0.6470588235294118,0.8319327731092436,0.47462117646824425,0.0,0.0,0.0,0.0,0.0,0.0,0.2777582186244374,0.348592791012513,0.0,1
0.8090381699463192,0.07717683826721078,0.33963116836222645,0.26472182255417015,0.47058823529411764,0.49826989619377154,0.5668796358471062,0.0,0.0,0.0,0.0,0.0,0.0,0.25911223235671466,0.3808239680783408,0.7682582428834591,1
0.28460707952765785,0.4710715103110277,0.6540124406885562,0.2965957913778326,0.23529411764705882,0.4235294117647059,0.6655639494839546,0.0,0.0,0.0,0.0,0.0,0.0,0.28457744185781236,0.8400890931879503,0.17038871031547184,0
0.4431106423614638,0.3080996614289435,0.1459623377997401,0.14542861376278152,0.4117647058823529,0.5701357466063348,0.17643932431659037,0.0,0.0,0.0,0.0,0.0,0.0,0.1438003001533431,0.13686673749086345,0.0,1
0.5050349256822932,0.2577480684087161,0.03947934022572153,0.01818848960508413,0.0,0.0,0.05052285791396961,0.0,0.0,0.0,0.0,0.0,0.0,0.016198076963775315,0.05277652268922527,0.2864885597204001,0
0.6986202912893493,0.13258401719920554,0.4303933535587816,0.4653894306870016,0.8823529411764706,0.9926470588235293,0.6587786560089492,0.0,0.0,0.0,0.0,0.0,0.0,0.45631974762480354,0.3625851916169619,0.0,1
