HR_mean,Mean_NN,SDNN,RMSSD,NN50,pNN50,CV,LF,HF,Total_Power,LF_HF_Ratio,LF_norm,HF_norm,SD1,SD2,SampEn,status
60.06628003314002,998.8965517241379,69.22544122103754,82.39278747907142,6,21.428571428571427,0.06930191229667526,8578.682694356674,59365.597529546794,134561.94257188585,0.14450596054536444,12.62605574149912,87.3739442570291,57.44775798896927,79.27218002890714,1.1736060596986388,0
58.02707930367505,1034.0,33.71307503879509,38.397530784809206,3,11.11111111111111,0.032604521314115176,8567.386183701352,27926.929754271787,47555.78487320397,0.30677866342936816,23.475946769431125,76.52405322782873,27.034500134658753,39.27185582082916,1.1340572037513226,0
59.10326086956522,1015.1724137931035,26.93295502887487,28.122182398546933,2,7.142857142857142,0.026530424450997663,8791.751321938946,13714.856148887055,32328.2980368765,0.641038537079544,39.0629788738465,60.93702112171038,19.868958457958527,32.49604011215382,1.0432924812021238,0
60.20872357506021,996.5333333333333,76.69668977356338,77.00604544113897,4,13.793103448275861,0.07696349656164375,52620.36954575813,77210.74893905334,192124.68964383446,0.6815161136086668,40.529859219774586,59.470140779455186,54.11468861941037,94.0019410441545,0.9978230585607769,0
58.29536317341195,1029.2413793103449,44.33233051771569,51.91201347334876,7,25.0,0.04307282179756616,12565.608919216618,30579.723567107034,73641.33302751443,0.4109130970932899,29.123912587551544,70.87608741013072,36.68008412515668,50.84567323613092,1.1701047669476492,0
58.767900567414216,1020.9655172413793,29.66767980028875,36.84717473177945,5,17.857142857142858,0.029058454276154205,3249.469466249117,26004.91182211324,38074.02870224387,0.12495598864080497,11.107633533957893,88.89236646262381,26.026673915466816,32.90827698866778,1.2406522600296075,0
59.73633617138149,1004.4137931034483,59.74054087086424,76.38997690422855,8,28.57142857142857,0.059478017208701696,27713.533871587846,31158.645153203768,99911.06840284167,0.8894332130079253,47.074075276620356,52.92592472168105,53.4961375679953,65.39134279392741,1.2663923177458338,0
59.36135371179039,1010.7586206896551,30.027177543035098,38.06760902844907,3,10.714285714285714,0.02970756511831393,3972.113197801225,30309.912840513825,38905.15540253946,0.1310499709683061,11.586576572942207,88.4134234241408,26.917864487574576,32.8434369978307,1.2677717613025274,0
59.264305177111716,1012.4137931034483,33.45559820313497,37.340135434753236,5,17.857142857142858,0.03304537969655702,4483.56982720553,23890.690015458596,35641.94453413924,0.18767016876885567,15.801539324405303,84.19846067207037,26.20484454353852,39.393657163408875,1.1077143269303071,0
59.65441579813495,1005.7931034482758,29.554600914175698,37.94733192202055,6,21.428571428571427,0.029384374194702936,13793.627277943027,15266.38567513041,33951.31293458208,0.9035293337579852,47.46600526208481,52.533994734474035,26.829773288156527,32.048590229501706,1.2838281283466448,0
60.04969630038652,999.1724137931035,28.6790431301893,40.256321597625245,9,32.142857142857146,0.0287027971692259,3814.433118275258,15363.955864807935,28799.891514360184,0.24827154880159782,19.889225948232607,80.11077404655317,28.407386219726988,28.948150854411775,1.4008176381729114,0
62.4832034399355,960.258064516129,33.66530495249115,23.415094846416203,1,3.3333333333333335,0.03505860163689954,10552.107306357055,11285.660767858486,58574.283586940954,0.9350012837891966,48.32044772163789,51.67955227378288,16.469770287813166,44.670484458477915,0.6918627902287423,0
61.408296943231434,977.0666666666667,65.60433590006753,73.36634575645138,4,13.793103448275861,0.06714417566191408,17173.995887176883,38515.19965593472,126142.77253085362,0.445901774899162,30.839008750940394,69.16099124726392,51.12982706033706,77.41833479582084,1.1021907740743453,0
60.09947499309202,998.3448275862069,26.85372363837342,30.83597157310181,6,21.428571428571427,0.02689824487126379,8215.517123212612,12409.4286804021,31871.4966141636,0.6620383044859408,39.83291496152411,60.1670850336274,21.770603658912847,31.11729041576084,1.1465181597746796,0
60.366361365528725,993.9310344827586,23.922188566817987,28.685486624025447,1,3.571428571428571,0.024068257994647572,8300.922594210682,10451.871431694863,22813.87318911133,0.7942044301309029,44.264991031741424,55.735008962926024,20.182837728513555,27.151340167241912,1.1931534428784267,0
60.517529215358934,991.448275862069,26.065681238108066,29.664793948382652,2,7.142857142857142,0.0262905104307573,7068.795055110126,16781.662481927313,30677.522488186674,0.4212213815361099,29.6379851155333,70.36201488027392,20.96741884594345,30.318423833571774,1.1376033755425203,0
60.86015688395997,985.8666666666667,27.842094429518454,35.93096829698054,5,17.24137931034483,0.028241237249308684,4536.870512348168,18810.3321284382,28732.433014412723,0.24119034588916952,19.432180299956645,80.56781969576019,25.280166166915773,30.187375556970366,1.284082727997319,0
59.21589980942009,1013.2413793103449,66.84292197972165,65.34305078364712,6,21.428571428571427,0.06596939618200136,22328.71509391033,66252.16990995906,146161.9954040268,0.33702617022591835,25.20714835111762,74.79285164775348,45.74998605999564,82.72176988607363,0.9679446660950808,0
60.483870967741936,992.0,26.986586706528218,32.4257393351111,4,14.285714285714285,0.027204220470290544,1690.3069128048417,22386.103156868412,28563.066013645785,0.07550697416875919,7.020593634363095,92.97940636148347,22.924899572477155,30.51230413668833,1.2013635900916662,0
59.81848184818482,1003.0344827586207,24.447667907425686,31.67694068922331,3,10.714285714285714,0.024373706315846566,753.499331039196,19500.094031776265,22032.06668546595,0.038640805003880264,3.720324179043597,96.27967581601902,22.390777985043535,26.3444490063473,1.2952294968668985,0
59.834938101788175,1002.7586206896551,25.32227474176645,31.386985473964476,3,10.714285714285714,0.025252612362834492,3888.8078761612505,17062.80847430139,27627.06759408519,0.22791135949385213,18.560896739070788,81.43910325615632,22.19303071337707,28.10524121850066,1.2394496191846252,0
60.09947499309202,998.3448275862069,29.59062743280083,35.68112746456952,4,14.285714285714285,0.029639686223791935,11403.516656463271,18121.031141339037,36299.32302918449,0.6292973378567142,38.623848650192926,61.37615134642006,25.164763184310896,33.4356868870852,1.2026898810202489,0
59.966914805624484,1000.551724137931,30.43997621877787,35.5849085187206,3,10.714285714285714,0.030423191009944794,9649.617708426655,23146.462042205858,40684.356566672366,0.41689385145908225,29.423082824240048,70.57691717271081,25.133114995713427,34.950119241738925,1.167661586477612,0
59.85140341221794,1002.4827586206897,23.498526277568946,27.002645373052935,1,3.571428571428571,0.023440329597189717,5266.649581839756,13282.243056323581,23965.803347029134,0.3965180850483188,28.393336919315487,71.60666307529337,19.04130847844834,27.235822841687156,1.1459644418336221,0
60.83916083916083,986.2068965517242,22.617325233400972,29.081167199998795,1,3.571428571428571,0.022933651460441545,3307.730072850157,13668.964593951587,21203.687821733685,0.24198834155396104,19.483946301535642,80.51605369257392,20.55952036286402,24.502916640184946,1.2855433145810895,0
59.589041095890416,1006.8965517241379,35.13750803440697,38.247315498700594,7,25.0,0.03489684017115761,7936.732133790158,25583.593821455015,51556.57528021884,0.3102274132860186,23.67737158686986,76.32262841014688,27.04191757480318,41.68961064358337,1.0883824049511897,0
61.207834602829166,980.2666666666667,24.677835309353114,34.64897868823742,3,10.344827586206897,0.025174614366179047,2631.464250429408,15690.484747065988,23001.344273907736,0.16771083193726527,14.362359870369163,85.63764012417289,24.488100437155474,24.86612249810767,1.4033403626173737,0
60.45025013896609,992.551724137931,22.326088353432613,28.804761511150993,1,3.571428571428571,0.022493627093160985,1645.0856288305627,14490.85047487399,20489.14885984168,0.11352581628545635,10.195166974855123,89.80483301894753,20.342977527733684,24.14687780307593,1.2885962365974681,0
61.05834464043419,982.6666666666666,35.482703141421204,43.260238971393456,4,13.793103448275861,0.03610858528638521,10567.164704762878,17353.11590962093,40861.90235796115,0.6089491224399776,37.8476307252459,62.15236927117247,30.467463786535117,39.872021454406045,1.214324035910508,0
61.02522375915378,983.2,23.03388807822075,31.757703382611457,1,3.4482758620689653,0.02342746956694543,1610.1439967267122,16778.11874949512,21464.914373867236,0.09596689716927674,8.756368227172405,91.24363176738935,22.45524019306893,23.598351380373618,1.3786862096774737,0
61.91524490919097,969.0666666666667,20.210448342929514,21.57904475211526,0,0.0,0.020855580981283893,6028.9713693415815,10969.208875223349,18669.10587198624,0.5496268179339253,35.46833415250216,64.53166584161487,15.227486256543537,24.18776770913807,1.0655338344759575,0
